latitude,longitude,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,Evapotranspiration,Climate water deficit,Palmer Drought Severity Index,Reference evapotranspiration,Precipitation accumulation,Soil moisture,Minimum temperature,Maximum temperature,Vapor pressure,Vapor pressure deficit,Wind-speed at 10m,Snow cover,Soil bulk density at 0-30 cm depth,Clay content at 0-30 cm depth,Soil organic carbon content at 0-30 cm depth,Soil pH in H2O at 0-30 cm depth,Sand content,Soil water content,Percent tree cover,Percent non tree cover,Percent non vegetation,Normalized Difference Vegetation Index,Enhanced Vegetation Index,Gross primary production,Net photosynthesis,leaf area index,Elevation,latitude,longitude,The estimated number of persons per square kilometer,Global Human Modification,Species diversity,0
49.14188112,-122.9302175,0.1213655474480078,-0.8599856908870737,-0.0591726389410868,-0.6390371259049685,-0.3107422347275829,0.4538893232544503,-0.8897706769956206,-1.054218650992219,0.6845551725389292,-0.2345962786521133,0.3053676062503865,0.7919354686634229,0.6216638924171192,0.4565583364166922,-0.3150092975491049,0.7559259668848924,0.5579430416477049,-0.4149344721808372,1.7678120884360105,0.6863281879279862,-0.3985785076991872,-0.5821676115819819,-0.0039420041608016,1.334724932187511,0.7990809584881482,0.618141640542889,0.5043733353283378,0.2352001094839917,-0.303002604134767,-0.3493692397621153,-1.026477428800766,1.5925967476811926,1.7647099751247428,-0.2811401730972055,-0.4028676686021717,-0.5833290641857308,0.5336961765931377,1.92010586456789,-0.3754167940446287,-0.8338528171911663,1.5412267609957444,0.914507947861529,0.3904518212608703,0.8384734273861797,0.7384745005056305,-0.3264304127556417,49.14188112,-122.9302175,-0.1318573157593515,2.3474337420524103,16.7459236011443,14.912820481788835
43.67729866,-7.973985857,0.2699271915493702,-1.211477478093439,0.1831228589815589,-0.9209875408904424,-0.3785408982046519,0.6841934637703071,-1.2739763569031342,-0.6279674129404862,0.6992088901784105,-0.1620959692903716,0.5162579650946425,0.6370529781682691,0.2553597236170577,0.5516647265150363,-0.728674873780931,0.3660450001611701,0.6914396091434335,-0.2339005855148836,1.2387806936192856,1.0322149219349308,-0.4499390891128284,-0.4872205680224838,0.1229023984449126,0.9750692142136108,2.177474860630483,0.7309020130385886,0.5688780524054469,0.448699173283377,-0.3558716360872861,0.5688913678766664,-1.060156971419893,1.6671062091875466,1.7312578811046644,-0.0424577049005275,-0.9151425088621143,-0.5030989330330381,0.8817461914405383,1.3290727749005693,0.3221604602037117,-1.020861412210356,1.6203462969361595,1.763437859078425,0.6992960102642992,1.256383397557245,0.0473406896309666,0.4210587909676365,43.67729866,-7.973985857,0.1469653692233371,1.148620890628414,22.0982733298708,17.875513354896658
42.22938222,23.3489258,-0.2702969688192201,-0.7002166967023622,-0.2530090372792035,-0.3586253216424711,-0.6884776455283959,0.0333339362254944,-0.5635583072628262,-0.7889956584266964,0.3524042393773541,-0.6592409477708857,-0.0771776958391941,-0.0277728065043251,-0.3700376377489007,0.4565583364166922,-1.2014355323315893,-0.3263298200550951,0.4816592887930029,-0.1700062725739589,0.2292528943359941,0.5501932888131913,-0.3802956755823194,-0.5005012273151382,-0.0439997282554156,0.2076804606131034,0.3196727544746625,0.3836336837510872,0.30319433557967,-0.1776961272407666,-0.3123752831000176,0.1951485795036904,-0.47133436770007,1.232467683733815,0.4266262143215854,-0.102128321949697,-0.4932691110009852,-0.061833211693226,0.212419239810921,2.571371625793664,-1.0744176753424557,-0.6797832360674021,1.5134691517119037,0.4693606271685339,0.3661801529138882,0.4200760041880242,0.4963496033575701,2.835874949109937,42.22938222,23.3489258,0.0062824829034092,0.047321755709869,3.15730626778997,6.047008921998988
47.59188136,8.77392813,0.0876015374249709,-0.9558470873979006,-0.3499272364482618,-0.3526632050909365,-0.1945159544811789,0.3387372529965219,-0.6360499449812249,0.224535063162979,0.0007150160298041341,-0.0999528469803074,0.1778525055538596,0.4164184869912103,-0.0037334689488393,1.0906009370723198,-1.0536978265345085,0.1072447032842166,1.0156455587759172,0.6978914782069361,0.2972018808262157,0.689494765045231,-0.5292604326265279,-0.8522452909108746,-0.1132486363327277,0.5037868947782419,-0.1457135979901861,0.5770044154565076,0.459247961972198,0.2234612624455099,-0.3442164912600314,-0.7994294643751162,-1.03186201600218,1.859588984745628,1.6309015990444276,-0.4899873327692989,-0.4330014827351092,-0.8440769904319835,0.2391923178761059,0.4575813082892017,0.636782038140208,-0.7637245940589702,1.143424941725821,1.1652062005494357,-0.0332947964511134,0.2587534339725549,-0.2366930033055908,0.3726462777731236,47.59188136,8.77392813,0.1514588025277622,2.2268932644711,6.24233024822108,4.907711445888423
54.14188032,-7.542735927,0.0470847253973267,-1.3392926734412085,0.1346637593970297,-0.8813683147737934,-0.7369052622977308,0.5189752760089316,-1.3029730119904936,-0.9689684033818724,0.3865962472028104,-0.5038831419957251,0.3396985948994514,0.6545868450167771,0.1213460033243523,1.471026497465696,-1.2014355323315893,0.1778266024324767,1.4065997921562654,0.2080350789931793,1.0252267360785894,0.439869582523091,-0.5859884509919101,0.5892542307109858,-0.2956232435460946,0.8087611538408777,-0.1997691982153615,0.6069804647907681,0.4320072351565203,0.2755695237541015,-0.5264252553927795,-0.1729885395974758,-0.9248810660401754,1.4435778246684847,1.4636411289440323,0.1365541462469809,-0.4932691110009852,-0.3426386707276516,0.7211077230494302,0.86415184130876,0.4517105217069749,-0.8551037938978925,1.3324183589195528,1.2398934142979556,-0.0891539889005126,-0.0668149116419346,0.5370290434045959,-0.2470338911166406,54.14188032,-7.542735927,-0.0351825243017265,1.488916588106315,17.6273413104837,15.195584559068399
41.7668823,23.42184245,-0.3243193848560791,-0.7002166967023622,-0.2530090372792035,-0.3903591678038648,-0.7756473557131989,0.0183141009744602,-0.6070532898938654,-1.7172761324060253,0.3133276590054041,-0.7524556312359821,-0.0967954036386598,0.0204453273290717,-0.3879061337879281,0.3614519463183481,-1.142340450012757,-0.3263298200550951,0.4435174123656519,-0.2285760594364732,0.370004366351453,0.4538240577538707,-0.3892934851298442,-0.528593689872294,-0.0994126098313311,0.2069328219800592,0.3724256085194752,0.3264830850203476,0.2458631305764825,-0.25499671202536,-0.354981312524093,0.210666064411008,-0.1138631986569115,1.381486606746523,0.7945992485424537,0.0470482206732266,-0.5234029251339226,-0.222293473998612,0.4533769423975836,0.3766436558825304,0.9599453783736228,-0.95923357976085,0.3538834379085026,0.3757823526205311,-0.104795042640769,0.0577621356635889,-0.4300670784680888,3.265778066277211,41.7668823,23.42184245,-0.0261062926938261,0.4778605958005147,36.0,8.781659381921482
53.6356304,-2.836486679,0.0673431314111488,-1.4032002711150928,-0.1560908381101451,-0.739431475579196,-0.6206789820513269,0.4789223820061739,-1.157989736553696,-0.8079401578956622,0.1619059100640978,-0.3795968973755966,0.2955587523506537,0.3214433748951255,-0.1734841813195995,1.0588988070395382,-1.1718879911721731,-0.0708905659947254,0.9298263368143774,0.1015445574249714,0.5010488402968803,0.4629808097201097,-0.4979748925859007,0.2137371422891995,-0.20548274457603,0.5345023819524767,-0.2671391034398395,0.6192846525175039,0.4413012518809883,0.2762823303863655,-0.4816338863135938,0.3252071949164509,-0.9871232960062188,1.785079523239273,1.0287639066830063,0.1067188377223962,-0.5535367392668606,0.1788571817648531,0.1053269275501823,1.737525578906329,-0.1291293144834799,-0.9146065286767254,1.396522261003639,0.9385794125220304,0.1067888747609973,0.4632855438767543,0.2985509054152623,-0.3206209111723002,53.6356304,-2.836486679,0.5578748093616148,2.7378683583261747,6.52760447428484,8.510146269776936
60.78354592,22.78642589,-0.2635441668146127,-1.08366228274567,-0.6891409335399659,-0.0453257131763475,-0.4560250850355879,-0.0617916870310551,-0.2518442650737115,-0.1638271759508218,-0.2288598936554021,-0.3795968973755966,-0.1605529539869232,-0.092063651615521,-0.334300645670846,0.4248562063839108,-0.96505520305626,-0.309524605972176,0.3004853757630855,-0.0368931206136989,0.0496734300404086,0.2015587315898971,-0.516432350220034,-0.4415280084415677,-0.3484287218822002,0.0789827770304576,0.7836559656406616,0.3733465759795541,0.2560260370114184,-0.0404119658554045,-0.4774736471183099,-0.2965908889258443,-0.4264597548000702,1.3876957285387197,1.5639974110042694,0.8824368593615999,-1.1260792077926791,-0.1220058100577458,0.1588730836805518,-0.0525141289714476,0.0331641691579708,-0.0252531535002388,0.4364316136180952,0.2344908546261007,-0.2435241287049431,-0.129787358772403,-0.2422463563863723,-0.2102403810888109,60.78354592,22.78642589,-0.0991452398237828,0.6664280192123051,11.8093076361763,12.41302239598605
41.87521561,24.163509,-0.2567913648100053,-0.7002166967023622,-0.2530090372792035,-0.3593946270039594,-0.6594210754667948,0.0533603832268732,-0.5708074710346661,-0.7795234086922134,0.3621733844703416,-0.6178121995641762,-0.0575599880397284,0.0321345718947437,-0.3164321496318186,0.4882604664494736,-1.1718879911721731,-0.2893583490726732,0.5198011652203539,-0.1327345900250861,0.3069088788962473,0.5276324238859204,-0.2948348665142314,-0.4123718037566022,0.0236107029993628,0.2297565680277157,0.0298941967627331,0.4203781569350275,0.3396152959434449,-0.1965226082929151,-0.2229544219531358,-0.1044800546507414,-0.4919783951253772,1.5118781643826424,0.6607908724621381,0.017212912148642,-0.613804367532736,-0.3025236051513052,0.5069230985279528,1.138963405294202,0.333549476599603,-0.9220443705240796,0.6898491668515009,0.5031398617071838,0.3290942983264165,0.6144403785541339,0.4577018778522938,2.88428746230445,41.87521561,24.163509,-0.0922231820331909,0.3303434702973777,5.44863622276173,10.45215781397644
42.22938222,23.3489258,-0.2702969688192201,-0.7002166967023622,-0.2530090372792035,-0.3586253216424711,-0.6884776455283959,0.0333339362254944,-0.5635583072628262,-0.7889956584266964,0.3524042393773541,-0.6592409477708857,-0.0771776958391941,-0.0277728065043251,-0.3700376377489007,0.4565583364166922,-1.2014355323315893,-0.3263298200550951,0.4816592887930029,-0.1700062725739589,0.2292528943359941,0.5501932888131913,-0.3802956755823194,-0.5005012273151382,-0.0439997282554156,0.2076804606131034,0.3196727544746625,0.3836336837510872,0.30319433557967,-0.1776961272407666,-0.3123752831000176,0.1951485795036904,-0.47133436770007,1.232467683733815,0.4266262143215854,-0.102128321949697,-0.4932691110009852,-0.061833211693226,0.212419239810921,2.571371625793664,-1.0744176753424557,-0.6797832360674021,1.5134691517119037,0.4693606271685339,0.3661801529138882,0.4200760041880242,0.4963496033575701,2.835874949109937,42.22938222,23.3489258,0.0062824829034092,0.047321755709869,5.7086204881696,6.047008921998988
