latitude,longitude,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,Evapotranspiration,Climate water deficit,Palmer Drought Severity Index,Reference evapotranspiration,Precipitation accumulation,Soil moisture,Minimum temperature,Maximum temperature,Vapor pressure,Vapor pressure deficit,Wind-speed at 10m,Snow cover,Soil bulk density at 0-30 cm depth,Clay content at 0-30 cm depth,Soil organic carbon content at 0-30 cm depth,Soil pH in H2O at 0-30 cm depth,Sand content,Soil water content,Percent tree cover,Percent non tree cover,Percent non vegetation,Normalized Difference Vegetation Index,Enhanced Vegetation Index,Gross primary production,Net photosynthesis,leaf area index,Elevation,latitude,longitude,The estimated number of persons per square kilometer,Global Human Modification,Species cluster 3,0
-0.643527585,-90.32605601,0.7358705298672794,-1.4032002711150928,0.8615502531649671,-1.266597974539076,0.0185655593038949,1.1598215800530547,-1.6654312005824874,0.5465915541353993,0.8652843567591979,0.2936202609834329,0.9625608175324866,0.9263617811686508,0.3089652117341399,1.78804779779351,-1.2014355323315893,0.3257124863621644,1.94058606213918,0.7937329476183232,0.9912522428334786,-0.0556797956637543,0.5524205708081003,0.4950002312650607,0.4534479034985295,-0.2790530572385133,-0.7987718919461011,1.1263897592551824,0.9027023759896354,1.6824850916214495,-0.3588177976963976,0.1625837168108686,-1.083402283207056,1.7043609399407236,3.002437453867664,-0.2513048645726208,-1.1562130219256168,-0.7437893264911173,0.5069230985279528,0.1394775116211215,1.183454825142989,-0.9921725936562756,0.4756134005259703,0.8790035480940742,1.8541113432319003,2.26287858873518,-0.2040793953364442,1.2808650253021845,-0.643527585,-90.32605601,-0.1288119630014649,-0.531626065382912,0.0,0.2697434636488757
18.27105272,-97.48855487,0.729117727862672,1.4406878253727722,1.4915185477638462,-1.2329408649739615,0.3866154467508408,0.8143653692792696,-0.8897706769956206,0.5181748049319505,0.6845551725389292,0.2625486998284008,0.9233254019335552,-0.3083146760804528,0.0230692751097017,-0.5579098246323116,1.132820219262286,-0.2154154071078293,-0.5672423129591503,-0.0635157510057509,-0.537599953196506,0.4408945325471865,0.7760170571457583,0.2084667835650514,0.9021822033509198,-0.0597457248788652,-0.7213792073927047,0.8709041709292739,1.054437413642636,0.6873261683629925,0.7898129127306999,-0.876367127457649,-1.0830619489951996,1.9403075680441773,2.534108137586559,-0.6093285668676378,0.8326187108482785,-0.6435016625502507,0.4266038643323987,-0.3762647385981328,0.7392831857032295,-0.3695189761492014,0.0072401170387818,-0.0295390849746872,-0.1207294971104779,0.2411260889091622,-0.6713326712964562,2.839747950165498,18.27105272,-97.48855487,-0.0943627730409907,0.1141174479220376,0.136363636363636,0.46380704818086704
60.8897959,68.68850188,-0.6281954750634112,-0.7321704955393045,-0.9798955310471408,0.9547712567584854,-0.2429435712505139,-0.7677239438296596,0.9297694297361884,0.0540345679422859,-0.9029309050715396,-0.2863822139105001,-0.7883196035698249,-0.2352568975450029,-0.3253663976513323,-0.0506757441078097,-0.521842085665018,-0.309524605972176,-0.0523269811899114,0.0376502444840466,-0.2366830130255249,0.1706985631601245,-0.5501465635731569,-0.7419223384130367,-0.3955217822592495,-0.0392687334293753,0.7567142184867768,0.1053775039308919,0.0380174710849993,-0.2612143026496458,-0.4537586649350765,-0.4747495727056732,0.0264585985721071,1.331813632408954,1.2629285648235589,0.1962247632961505,-0.8548748805962391,-0.7237317937029438,0.6943346449842459,-0.2445057695640167,0.2580972429768232,-0.0847558882790717,0.1198040730413699,0.1057538176553521,-0.2362498067530863,0.0330340645135456,-0.2832418409176699,-0.2838274011444704,60.8897959,68.68850188,-0.1237799654671122,-0.4974452044847036,1.07142857142857,1.465358832199571
41.74396563,24.144759,-0.1960161467685389,-0.6682628978654199,-0.2530090372792035,-0.3442008461145649,-0.5528803185742579,0.0884066654792862,-0.5418108159473065,-0.684800911347384,0.4061345373887853,-0.5245975160990799,-0.0232289993906635,-0.0043943173729811,-0.361103389729387,0.4565583364166922,-1.1718879911721731,-0.329690862871679,0.4721238196861651,-0.1966289029660109,0.2923483817911999,0.59655931597325,-0.2817724182819336,-0.5236456772474823,0.0688286176795122,0.2063513252654691,0.2856220767879364,0.4590612680759124,0.3804375964477443,-0.152753885083227,-0.1733229302304097,-0.2859525218462555,-0.7004816427058191,1.4001139721231115,1.0287639066830063,-0.102128321949697,-0.6740719957986121,-0.5632715313975578,0.4533769423975836,2.132802486008677,-0.7028510154265027,-0.7095346034568187,1.246847760019315,0.535050068168865,0.2927915918944022,0.6359818157468379,0.1977327149324564,2.6460978973874467,41.74396563,24.144759,-0.0922231820331909,0.6230154340910199,0.363636363636364,0.48855186073640383
56.97937986,82.61349965,-0.5741730590265521,-0.2528635129851699,-0.8345182322935534,0.9457319187609976,-0.117031767650243,-0.7126512145758678,0.944267757279868,0.1013958166147007,-0.8638543246995896,-0.2345962786521133,-0.7441797610210271,-0.3448435653481778,-0.4415116219050103,-0.1457821342061538,-0.4922945445056018,-0.3969117192033552,-0.1667526104719645,-0.1007874335546237,-0.2997785004807306,0.2467362952978916,-0.4762592904322603,-0.1459366353502092,-0.2881307520020634,-0.1119558227531224,0.1520463716414329,0.1142358467341565,0.1132850422542718,-0.2225115980049767,-0.401440014821622,-0.2300316883412776,-0.1221010593149074,1.5988058694733884,1.3967369409038748,0.2857306888699048,-0.6439381816656741,-0.7437893264911173,0.6140154107886918,0.258060583751826,1.1364751325099378,-1.0240490587163649,0.1946114793289599,0.0813553919762971,-0.2678910753101576,-0.2795777622751684,-0.1080177489947994,-0.1347168605053708,56.97937986,82.61349965,-0.1321276268898085,-0.6500813281678435,0.9,1.0079166660081873
18.26896939,-97.48647154,0.729117727862672,1.4406878253727722,1.4915185477638462,-1.2329408649739615,0.3866154467508408,0.8143653692792696,-0.8897706769956206,0.5181748049319505,0.6845551725389292,0.2625486998284008,0.9233254019335552,-0.3083146760804528,0.0230692751097017,-0.5579098246323116,1.132820219262286,-0.2154154071078293,-0.5672423129591503,-0.0635157510057509,-0.537599953196506,0.4408945325471865,0.7760170571457583,0.2084667835650514,0.9021822033509198,-0.0597457248788652,-0.7213792073927047,0.8709041709292739,1.054437413642636,0.6873261683629925,0.7898129127306999,-0.876367127457649,-1.0830619489951996,1.9030528372910005,2.5675602316066377,-0.6093285668676378,0.8928863391141546,-0.7036742609147705,0.3730577082020295,-0.4440264941013925,0.7364359316042567,-0.3291421204064217,-0.0466401834418259,-0.0595124932573722,-0.1207294971104779,0.2411260889091622,-0.6713326712964562,2.892033464415572,18.26896939,-97.48647154,-0.0943627730409907,0.1081055670978415,0.461538461538462,0.5193772427845726
67.95646144,19.98642634,-0.6484538810772333,-1.0517084839087276,-0.7376000331244951,0.0894950514244828,-0.9403012527289376,-0.4172611213055297,-0.0996118258650741,-0.476411417188759,-0.4975113837125584,-0.8663846888044333,-0.4842451326781069,-0.3331543207825058,-0.361103389729387,0.0444306459905343,-0.5809371679838502,-0.3901896335701876,-0.0141851047625604,-0.0901383813978029,-0.1978550207453983,-0.1027198171976347,-0.5989566933530514,0.7549884776847284,-0.5757683924142143,-0.1191622284660766,-0.324945178448481,0.1027384909895018,0.0080718078492343,-0.3239023514728277,-0.5868701314830141,-0.517946895555774,0.2147346619500808,1.2759315362791883,0.1924615561810327,0.733260316738676,-1.3068820925903062,0.1788571817648531,0.7478808011146151,-0.7451898518936578,-1.2779963434190118,1.3443722952482573,-0.0451404316595516,-0.2102281699969959,-0.671304673391927,-0.6299867931115073,-0.4906677935042101,0.5469313252733699,67.95646144,19.98642634,-0.124177473341877,0.3273852921368302,1.4,1.3004524834908715
42.58563217,23.3301758,-0.1284881267224651,-0.6043553001915353,-0.3014681368637326,-0.2832333962166145,-0.4560250850355879,0.0884066654792862,-0.4693191782289078,-0.2301329240922024,0.4598648354002166,-0.4003112714789513,-0.0085157185410642,-0.077452095908431,-0.3432348936903597,0.5833668565478177,-1.142340450012757,-0.3229687772385113,0.5198011652203539,-0.1274100639466757,0.0933549213555511,0.6129585163587792,-0.3733313342292686,-0.549836297818554,-0.00588592542803,0.1736836705493966,0.4217267827763182,0.4508752852577153,0.3816271478370752,-0.0535374913423662,-0.2825413498824754,-0.1039661524098063,-0.962421460608204,1.1641673440196576,1.6309015990444276,0.1365541462469809,-0.794607252330363,-0.5833290641857308,0.4533769423975836,2.4245544888699344,-0.4935778391520006,-1.0304243517283824,1.6212440019591994,1.3256810463539008,0.2210703785607287,0.0601374272171571,0.9966931711723735,1.9257197010530955,42.58563217,23.3301758,2.914423850944011,1.7330295291484694,0.810810810810811,0.5808101237994663
-46.53518691,169.5551524,0.0876015374249709,-0.7641242943762468,0.4738774564887338,-0.9467592705003016,-0.6981631688822628,0.4739157702558291,-1.2087338829565752,-0.9500239039129064,0.2595973609939729,-0.5245975160990799,0.3593163026989171,0.5990629333298352,-0.0037334689488393,1.629537147629603,-1.4082683204475022,0.0534680182188756,1.740341210895587,0.2612803397772834,0.758284289152719,1.1138360394179656,-0.5101435338942998,0.4501135369324853,0.1120662004963772,0.6051542327751588,0.6004037997229724,0.5932531150956394,0.4914279130348801,0.1771917260511983,-0.3613107036733383,1.1008510703122636,-1.0086143354191657,1.455996068252877,2.199587197385769,0.5244131570665828,-0.5234029251339226,-1.0446523183137162,2.3542654850256968,0.7662737500262735,1.1250861161140462,-1.2949990117271224,2.0705457409719457,3.11413998360518,1.3585657062820622,1.8084425389965224,1.7462990378383192,-0.0591933399219308,-46.53518691,169.5551524,-0.1325640775889461,-0.0540477904887265,1.03448275862069,1.2347995117040036
53.4210471,48.03433851,-0.2567913648100053,-0.7641242943762468,-0.8829773318780825,0.7014774664884518,0.0185655593038949,-0.3471685568007037,0.5165670947413153,0.3760910589147062,-0.6049719797354208,0.0657621458465306,-0.4204875823298434,-0.2717857868127278,-0.477248613983065,0.1078349060560971,-0.9946027442156762,-0.4506884042686962,0.1288469318400059,-0.1859798508091901,-0.125052535220161,0.3188696458263609,-0.1822358734405728,-0.9803295134821411,0.0013698972416352,-0.1171269899650117,0.1823441841847289,0.3756606149281615,0.2894110553511183,-0.0957218670374843,-0.1457390874725736,-0.0366390519249919,-0.4989043827821884,1.6112241130577811,1.6309015990444276,-0.4004814071955446,-0.4028676686021717,-0.3827537363039984,0.3730577082020295,0.152653408524533,1.0268558496994842,-0.8827300636166362,0.2517556162843131,0.142206998851192,-0.179456496417739,-0.0570350010109448,-0.2228321952096564,-0.0069078256718569,53.4210471,48.03433851,-0.0800081161908689,2.68116172642079,0.72972972972973,1.0270111991961897
