latitude,longitude,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,Evapotranspiration,Climate water deficit,Palmer Drought Severity Index,Reference evapotranspiration,Precipitation accumulation,Soil moisture,Minimum temperature,Maximum temperature,Vapor pressure,Vapor pressure deficit,Wind-speed at 10m,Snow cover,Soil bulk density at 0-30 cm depth,Clay content at 0-30 cm depth,Soil organic carbon content at 0-30 cm depth,Soil pH in H2O at 0-30 cm depth,Sand content,Soil water content,Percent tree cover,Percent non tree cover,Percent non vegetation,Normalized Difference Vegetation Index,Enhanced Vegetation Index,Gross primary production,Net photosynthesis,leaf area index,Elevation,latitude,longitude,The estimated number of persons per square kilometer,Global Human Modification,Species richness,0
-42.61227087,171.5718187,0.2294103795217259,-0.891939489724016,0.3769592573196755,-0.980031727384672,-0.5335092718665239,0.5790546170130682,-1.2377305380439347,-0.3911611695784125,0.2400590708079978,-0.3174537750655323,0.4819269764455776,3.956798434819113,2.140486055734447,6.099537482251776,-1.3491732381286698,2.3692265188451223,6.3364373203913855,2.9501660093745348,2.961772851049903,1.4358936823977857,-0.6463583304739488,-0.1196493109493365,0.1553401939092983,3.590371455821835,-0.2060391124008499,0.6540456637454948,0.5317071574701371,0.2552754996355272,-0.2988747403417809,0.0027305852684884,-1.025148846029095,1.232467683733815,1.296380658843638,0.1962247632961505,-0.9452763229950524,0.1587996489766797,1.3368885185486783,2.686190155951965,-0.4366327571725442,-1.220620593253581,1.7103095395834544,0.67702010927235,2.138580825909959,3.449746370423796,2.0243343863891883,-0.1269708583942488,-42.61227087,171.5718187,-0.1316547162583151,-0.1844994488393646,38,31.983476190476193
54.08146366,156.2864045,-0.587678663035767,-1.5629692652998044,-0.8829773318780825,0.0146801050197424,-1.1630682898678788,-0.3621883920517378,-0.3460833941076299,-0.7132176605508328,-0.5072805288055459,-0.8870990629077881,-0.4204875823298434,0.0715857723038867,-0.0484047090464078,0.1712391661216598,-0.4627470033461857,-0.00030866684646536474,0.1669888082673569,0.3411482309534393,-0.1201990361851451,-0.0134016042029094,-0.6196199469947494,-0.3451304074350565,-0.547645252582501,0.3424423242193304,-0.2468664605854257,0.1558829448092142,-0.012988423704485,-0.2659673451933555,-0.6260119928612112,-0.3681059973281647,0.3035574460667037,1.2510950491104038,0.6942429664822168,0.613919082640337,-1.2164806501914929,-0.6234441297620776,1.2565692843531244,-0.2821511892880499,1.542208841613564,-1.011298472692329,-0.1675858738015938,-0.018838542549294,-0.4983089300409444,-0.5150865547013603,-0.369538572688623,-0.1695738700054201,54.08146366,156.2864045,-0.1335372135207622,-0.6851227349784924,28,20.238885487528343
46.63771485,10.24267789,-0.55391465301273,-1.722738259484516,-0.5437636347863785,-0.5655684638828328,-1.4439484671300216,-0.0367586282793315,-1.0275047886605784,-0.8174124076301452,-0.4340119406081396,-1.2288862356131416,-0.1948839426359881,0.6940380454259201,0.2553597236170577,1.375920107367352,-0.9946027442156762,0.3391566576284996,1.3017096319810502,0.990740412519508,0.399125360561548,0.1164719270604066,-0.5957468006212098,-0.4589830497206267,-0.4520532782584504,0.2845418656380142,-0.7316051673185604,0.2150786384945342,0.037174441187343,-0.3214494580618016,-0.5870481961956528,-0.3180330169096901,0.381547858062875,1.7602430360704888,1.4301890349239537,-0.3109754816217903,-0.8548748805962391,-0.4629838674566912,0.1321000056153669,-0.3386193188740997,1.0311267308479433,-0.6085924640998698,-0.7216823145919383,-0.7359122878064541,-0.714267545942286,-0.6122664436928736,-0.801690242760062,4.139139804306223,46.63771485,10.24267789,-0.1143843189736855,-0.1222142813306488,6,26.581591836734695
-40.67893785,-72.16355892,0.1213655474480078,-0.1250483176374007,0.5707956556577922,-0.8815606411141655,-0.3301132814353169,0.5039554407578974,-0.9767606422576992,-0.9500239039129064,0.6112865843415228,-0.389954084427274,0.3838384374482492,2.4445024191353,2.1494203037539608,2.105069098121324,-0.4922945445056018,2.154119778583758,2.207579197130637,0.5062085393841617,3.9907146464732577,1.2712157197715044,-0.5342694277270397,-0.6945858137255057,0.17212952431304,2.604983737469507,2.888747981148878,0.5224199906687756,0.5179135333164608,0.0781969612632263,-0.2372805374699697,-0.0836699673540225,-1.0556118465112576,1.1641673440196576,2.0992309153255326,0.4349072314928285,-1.1260792077926791,-0.4830414002448646,2.514903953416805,2.8706527125997274,-0.4764943145581637,-1.2949990117271224,2.3590015387136463,2.2160731815708785,1.6616444709436808,2.406767830048207,2.9223070646303566,0.6476293527179565,-40.67893785,-72.16355892,-0.1063710967275349,-0.3423711883658555,17,18.93190476190476
-1.143527504,103.5655796,1.2625890862266549,-0.8599856908870737,2.6060778382080168,-1.5437402310152482,0.5512693437665798,1.575370355331666,-1.868407786194004,1.0580930397974784,1.2023198624672666,0.8839799229290435,1.4186725238700637,2.467880908266644,1.5597599344660569,2.580601048613044,-0.96505520305626,1.6264360563800997,2.817849219968253,1.709551433104912,3.0928173249953304,2.463778971932012,-0.5719494784854301,0.4543523881387573,0.7414840376564077,2.619355013415802,0.5787949456487004,1.3645788869652289,1.1925443299439542,2.687921308823663,0.037149560108431,-1.0652823167632584,-1.083402283207056,0.3693997546185492,2.400299761506243,5.238391903950975,-1.3671497208561818,-0.0818907444813994,0.4533769423975836,1.9389285744299063,-0.1689908718690993,-0.9985478866682932,1.5289498760941862,1.9738557032296755,2.2139363430776737,1.0765141572717007,1.9482881546191344,-0.3148114095889586,-1.143527504,103.5655796,0.0041746602818586,0.1792141686147667,9,13.269455021646905
41.9752156,-7.873985873,0.1753879634848669,-0.7960780932131891,-0.0591726389410868,-0.6499997273061773,-0.1848304311273119,0.5089620525082421,-0.8752723494519409,-0.9310794044439406,0.728516325457373,-0.1413815951870169,0.3642207296487835,0.9438956480171588,0.5859269003390644,0.1712391661216598,-0.3741043798679372,0.7223155387190543,0.4244464741519764,-0.4894778372785828,1.9231240575565167,0.9689751066349952,-0.2932563437463178,-0.1222603143539603,0.2312461726322388,1.2034728166086304,1.9746599887676783,0.6246467233984173,0.5256301014594249,0.1593970176243225,-0.1903523918391207,-0.1996701076699364,-1.0706647562872595,2.0582808820959047,1.798162069144822,-0.3109754816217903,-0.1617971555386688,-0.4629838674566912,0.0785538494849977,-0.0845127357368758,1.200538349736826,-0.878479868275291,0.9276877506249138,0.8138110878419446,0.0401126289625949,0.2805890553698683,-0.1458076394713371,1.3254045374411365,41.9752156,-7.873985873,-0.095115797146773,0.3105913214695274,9,21.53786394557823
60.89187924,86.688499,-0.7564987131509514,-0.2848173118221122,-0.8829773318780825,1.106132086631315,-0.1945159544811789,-0.9129156845896564,1.1762409979787445,-0.2017161748887536,-0.6928942855723083,-0.3588825232722418,-0.9158347042663516,-0.1870387637116059,-0.4147088778464692,0.0444306459905343,-0.8173174972591793,-0.3733844194872685,0.0716341171989793,-0.0688402770841613,-0.1493200303952401,0.1215567958569899,-0.5820249112908171,0.331876987695942,-0.4495490383741333,0.046792780329941,0.6584058842486592,-0.0278618331099893,-0.0229754834123023,-0.3245911982182928,-0.4679067157392717,-0.7012682294341926,-0.0147753434053847,1.5925967476811926,0.627338778442059,-0.0126223963759427,-1.0658115795268033,0.2590873129175464,0.6140154107886918,-0.0581609419300526,-0.6145861383583453,0.4613942130837887,0.3974290677298583,0.1572115372299102,-0.4172732805357088,-0.3081510932612526,-0.0365013971252227,-0.0940503494219801,60.89187924,86.688499,-0.1330908958137363,-0.726338848054035,24,37.12041307490975
42.15438223,23.77392573,-0.4053530089113677,-0.8280318920501314,-0.2530090372792035,-0.4203620769019098,-0.9499867760828048,-0.0317520165289868,-0.6650466000685845,-1.016329652054287,0.2449436433544916,-0.8974562499594654,-0.145839673137324,0.0920419502938127,-0.2806951575537638,0.4565583364166922,-1.142340450012757,-0.2423037496404998,0.5484075725408672,-0.0635157510057509,0.3748578653864688,0.510563217258959,-0.4162938068849418,-0.3212606787792058,-0.0946509129915229,0.282527394876756,0.2998160342539791,0.3378347627682377,0.2489145884882445,-0.2485889397996088,-0.3450420640186286,0.3501462209075796,-0.1138257899803432,1.17658558760405,1.3632848468837957,0.1067188377223962,-0.2521985979374823,-0.3827537363039984,0.2391923178761059,-0.2614462084398317,1.503770911277431,-1.004923179680311,-0.0903552243559623,0.062562435351933,-0.1233379699345049,0.122099774123167,-0.5762150778379245,3.409079105332969,42.15438223,23.77392573,-0.044055035357187,-0.0871597233931329,33,42.479938775510206
40.36063252,-7.653152576,-0.0271960966533544,-1.3392926734412085,-0.3014681368637326,-0.5921094988541802,-0.4947671784510559,0.4088298175013479,-0.9622623147140194,-1.2626081451508435,0.6210557294345104,-0.3692397103239192,0.2219923481026574,1.545891743149266,1.3721407260562692,-0.0506757441078097,-0.1377240505926081,1.374357845136314,0.3481627212972743,-0.532074045905866,2.8647028703495865,0.6498128477699355,-0.0848545751149366,-0.349063029846959,0.2764377907707921,1.6788048453063225,0.3559082211684555,0.5370550263437455,0.3759276450934115,-0.0484669802985724,-0.273978055974673,1.0374934216195,-0.9583051835775716,1.9216802026675888,1.22947647080348,-0.2811401730972055,0.1094071716577708,0.2590873129175464,-0.4836807898838808,-0.1598035751849421,0.4189670995687874,-0.2526386042622078,0.079048269295306,-0.2018879660238638,-0.330265922881359,-0.0992118733851462,-0.5886311111486149,2.7332404211375696,40.36063252,-7.653152576,-0.1339066686215507,-0.0051627225054563,24,27.306440476190474
42.00229893,24.53850894,-0.108229720708643,-0.6043553001915353,-0.3014681368637326,-0.286695270343312,-0.3882264215585189,0.1234529477316992,-0.4693191782289078,-0.5332449155956568,0.4696339804932041,-0.3485253362205645,0.0160064162082678,-0.0190058730800711,-0.3164321496318186,0.5516647265150363,-1.1718879911721731,-0.309524605972176,0.5198011652203539,-0.1433836421819069,0.204985399160915,0.429851393960725,-0.0936042326116103,-0.405135133826503,0.1452585044234853,0.0909865306387793,-0.3342795341077765,0.575665298486248,0.5159585314679084,0.0781849813198268,-0.0648977079346432,-0.6638242489136418,-0.7459392985905883,1.772661279654881,1.4970932229641116,-0.221469556048036,-0.5234029251339226,-0.9243071215846766,0.4533769423975836,0.0246589814628203,0.8973057881962208,-0.7137847987981639,0.6478925189701521,0.603640545115636,0.1977527738030745,0.4147111215411722,-0.0880166480615781,2.0941952469700005,42.00229893,24.53850894,0.0613348990457525,1.2590780305690248,17,23.671681972789113
